1871,1872,1872,1873,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873
1863,15,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,1957
3643,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,3789
3727,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,3873
3811,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2791
1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1869,1870,1871,1872,1873,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872
1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1862,1863,1864,1865,1866,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872
1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1872,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1871,1872,1873
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
3643,15,-1,-1,-1,-1,-1,-1,15,15,-1,-1,-1,-1,-1,15,-1,-1,-1,15,15,-1,-1,-1,-1,-1,15,15
3727,15,-1,-1,-1,-1,-1,-1,15,15,-1,-1,-1,-1,-1,15,-1,-1,-1,15,15,-1,-1,-1,-1,-1,15,15
3811,15,-1,-1,-1,-1,-1,-1,15,15,-1,-1,-1,-1,-1,15,-1,-1,-1,15,15,-1,-1,-1,-1,-1,15,15
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
