9,1,0,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,3
9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
9,-1,-1,-1,-1,-1,590,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,590,-1,-1,-1,-1,-1,3
9,64,64,64,64,64,64,64,64,64,64,64,-1,-1,-1,-1,64,64,64,64,64,64,64,64,64,64,64,3
9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
9,-1,-1,590,-1,-1,-1,-1,-1,-1,590,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,590,-1,-1,-1,-1,-1,3
9,64,64,64,64,64,64,64,64,64,64,64,-1,-1,-1,-1,64,64,64,64,64,64,64,64,64,64,64,3
9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
9,-1,-1,590,-1,-1,-1,-1,-1,-1,590,-1,-1,-1,-1,-1,-1,590,-1,-1,-1,590,-1,-1,-1,-1,-1,3
9,64,64,64,64,64,64,64,64,64,64,64,-1,-1,-1,-1,64,64,64,64,64,64,64,64,64,64,64,12
9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
9,-1,-1,-1,590,-1,-1,-1,-1,590,-1,-1,-1,-1,-1,-1,-1,-1,-1,590,-1,-1,-1,-1,590,-1,-1,12
9,64,64,64,64,64,64,64,64,64,64,75,-1,-1,-1,-1,75,64,64,64,64,64,64,64,64,64,64,12
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,-1,-1,-1,-1,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,64,64,64,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,18,20,19,19,18,20,19,19,19,19,30,19,19,19,19,30,19,19,19,19,18,20,19,19,18,20,19
10,9,11,10,10,9,11,10,10,10,10,30,10,10,10,10,30,10,10,10,10,9,11,10,10,9,11,10
