3848,3849,3850,3851,3848,3849,3850,3851,3851,3848,3849,3850,3851,3848,3849,3850,3851,3848,3849,3850,3851,3848,3849,5634,6566,6567,6566,6566
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5888,6566,6567,6568,6566
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5802,6650,6651,6652,6650
3764,3765,3766,3767,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3687,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3848,3849,3850,3851,3852,-1,-1,3603,-1,-1,-1,-1,-1,-1,-1,3771,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,3687,-1,-1,-1,-1,-1,-1,-1,3855,-1,-1,3763,3764,3765,3766,3767,3768,5144,5145,5146,5147
-1,-1,-1,-1,-1,-1,-1,3771,-1,3500,3501,3502,3503,3504,-1,3435,-1,-1,3847,3848,3849,3850,3851,3852,-1,-1,-1,-1
3765,3766,3767,-1,-1,-1,4618,3855,-1,3584,3585,3586,3587,3588,-1,3519,2229,-1,-1,3585,3586,3587,-1,-1,-1,-1,-1,-1
3849,3850,3851,3852,-1,-1,-1,3435,-1,3668,3669,3670,3671,3672,-1,3435,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,3519,-1,3752,3753,3754,3755,3756,-1,3519,-1,-1,3752,3753,3754,-1,3755,3756,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,4618,3603,-1,3836,3837,3838,3839,3840,-1,3603,-1,-1,3836,3837,3838,-1,3839,3840,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,3687,-1,3920,3921,3922,3923,3924,-1,3687,-1,-1,3920,3921,3922,-1,3923,3924,-1,-1,-1,-1
-1,-1,3765,3766,3767,-1,-1,3603,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3849,3850,3849,3850,3851,3852,-1,3687,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,3771,-1,-1,-1,2831,2832,2831,2832,2831,2832,2831,2832,-1,-1,2831,2832,2831,2832,2831,2832,-1
-1,-1,-1,-1,-1,-1,-1,3855,2831,2832,3512,2916,2921,2922,2916,2924,2925,2915,2916,2831,2832,2915,2916,2915,2916,2915,2831,2832
2830,2831,2832,2833,2834,2835,2836,2837,2915,2916,2920,2921,2922,2916,2924,2916,2921,2922,2923,2916,2920,2920,2920,2921,2922,2923,2924,2916
2914,2915,2916,2917,2918,2919,2920,2921,2922,2923,2920,2921,2916,2923,2924,2925,2920,2920,2920,2916,2921,2922,2920,2916,2916,2916,2924,2925
