15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
15,15,15,15,15,0,0,11,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,15,0,0,0,15,15,15,15,15
0,0,0,0,0,0,0,10,0,15,15,0,15,15,0,10,0,0,0,15,15,15,15,15,0,0,0,0
0,0,0,0,0,0,1,10,0,10,0,0,0,10,0,10,1,0,0,0,15,15,15,0,0,0,0,0
15,15,15,15,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,10,0,10,0,0,0,10,0,10,0,0,15,0,0,0,0,15,0,0,0,0
0,0,0,0,0,0,1,10,0,10,0,0,0,10,0,10,0,0,15,0,0,0,0,15,0,0,0,0
0,0,0,0,0,0,0,10,0,15,15,0,15,15,0,15,0,0,15,15,0,0,15,15,0,0,0,0
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,15,15,15,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,10,0,0,0,15,15,15,15,15,15,15,15,0,0,15,15,15,15,15,15,0
0,0,0,0,0,0,0,10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
